State,Number,Letter,Value,Quantity,Box
MD,670,C,$1.00 ,1,8
MD,670,D,$1.00 ,1,8
MD,670,E,$1.00 ,1,8
MD,670,F,$1.00 ,1,8
MD,670,G,$1.00 ,1,8
MD,670,H,$1.00 ,1,8
MD,820,A,$0.50 ,1,8
MD,820,C,$1.10 ,1,8
MA,50,A,$7.00 ,2,8
MA,115,G,$0.35 ,1,8
MA,115,L,$1.25 ,1,8
MA,115,AK,$10.00 ,2,8
MA,115,AM,$2.00 ,1,8
MA,115,AN,$1.25 ,1,8
MA,115,AO,$2.00 ,1,8
MA,115,AP,$1.50 ,1,8
MA,115,AR,$3.50 ,1,8
MA,135,A,$0.35 ,1,8
MA,135,B,$0.35 ,1,8
MA,135,C,$0.50 ,1,8
MA,210,A,$0.35 ,1,8
MA,270,A,$0.35 ,1,8
MA,275,Aa,$0.75 ,1,8
MA,275,Ba,$0.75 ,1,8
MA,275,Ca,$0.75 ,1,8
MA,275,D,$0.75 ,1,8
MA,275,E,$0.35 ,1,8
MA,305,B,$4.00 ,1,8
MA,305,D,$1.00 ,1,8
MA,355,A,$0.35 ,1,8
MA,355,B,$0.35 ,1,8
MA,430,B,$0.75 ,1,8
MA,430,D,$0.75 ,1,8
MA,540,B,$0.75 ,1,8
MA,550,B,$1.00 ,1,8
MA,550,E,$0.50 ,1,8
MA,550,H,$0.75 ,1,8
MA,550,I,$1.00 ,1,8
MA,550,J,$1.00 ,1,8
MA,550,O,$1.00 ,1,8
MA,550,Q,$0.35 ,1,8
MA,645,C,$2.00 ,1,8
MA,650,A,$0.50 ,1,8
MA,695,A,$1.50 ,1,8
MA,760,A,$0.35 ,1,8
MA,760,B,$0.35 ,1,8
MA,760,C,$0.35 ,1,8
MA,760,G,$0.35 ,1,8
MA,930,A,$3.50 ,1,8
MA,1000,B,$1.00 ,1,8
MI,5,D,$3.00 ,1,8
MI,5,E,$1.00 ,1,8
MI,5,F,$1.00 ,1,8
MI,5,G,$2.00 ,1,8
MI,5,O,$1.00 ,1,8
MI,5,P,$1.00 ,1,8
MI,5,Q,$2.00 ,1,8
MI,5,R,$1.00 ,1,8
MI,5,S,$1.00 ,1,8
MI,20,C,$1.75 ,1,8
MI,40,B,$0.60 ,1,8
MI,40,C,$0.50 ,1,8
MI,40,G,$1.00 ,1,8
MI,40,E,$0.35 ,1,8
MI,55,A,$3.00 ,1,8
MI,60,A,$0.75 ,1,8
MI,60,Bb,$0.75 ,1,8
MI,60,D,$0.75 ,1,8
MI,60,F,$1.00 ,1,8
MI,65,J,$0.35 ,1,8
MI,68,E,$1.00 ,1,8
MI,75,A,$0.75 ,1,9
MI,75,D,$0.35 ,1,9
MI,75,E,$0.35 ,1,9
MI,75,F,$0.35 ,1,9
MI,75,G,$0.35 ,3,9
MI,75,H,$0.35 ,1,9
MI,75,I,$1.00 ,1,9
MI,75,J,$0.35 ,2,9
MI,75,K,$0.35 ,1,9
MI,75,N,$1.00 ,1,9
MI,75,Q,$1.00 ,1,9
MI,75,R,$3.20 ,1,9
MI,75,T,$1.00 ,1,9
MI,125,B,$1.00 ,1,9
MI,135,D,$0.60 ,1,9
MI,165,A,$1.00 ,1,9
MI,165,D,$2.00 ,1,9
MI,165,E,$2.00 ,1,9
MI,165,F,$1.00 ,1,9
MI,165,G,$3.00 ,1,9
MI,225,F,$0.35 ,1,9
MI,225,G,$0.35 ,1,9
MI,225,H,$0.35 ,1,9
MI,225,J,$0.35 ,1,9
MI,225,K,$0.35 ,1,9
MI,225,P,$2.50 ,2,9
MI,225,T,$0.50 ,1,9
MI,225,W,$3.50 ,1,9
MI,285,C,$0.35 ,1,9
MI,285,E,$0.50 ,1,9
MI,285,F,$0.50 ,1,9
MI,285,G,$0.50 ,2,9
MI,285,Ha,$0.75 ,1,9
MI,285,Hb,$0.75 ,1,9
MI,285,Ib,$0.75 ,1,9
MI,285,Ja,$1.00 ,1,9
MI,285,K,$1.00 ,1,9
MI,315,B,$0.50 ,1,9
MI,315,C,$0.50 ,1,9
MI,345,C,$0.75 ,1,9
MI,360,M,$0.50 ,1,9
MI,370,D,$0.35 ,1,9
MI,370,J,$0.35 ,1,9
MI,370,K,$0.35 ,1,9
MI,370,Q,$0.50 ,1,9
MI,380,A,$0.50 ,1,9
MI,390,D,$1.00 ,1,9
MI,390,E,$2.00 ,1,9
MI,395,F,$0.50 ,1,9
MI,455,Ab,$5.00 ,1,9
MI,460,A,$0.50 ,1,9
MI,475,D,$1.00 ,1,9
MI,475,E,$2.00 ,1,9
MI,495,C,$0.50 ,1,9
MI,495,E,$0.75 ,1,9
MI,495,F,$1.00 ,1,9
MI,500,A,$0.35 ,1,9
MI,525,D,$3.50 ,1,9
MI,525,Ea,$1.00 ,1,9
MI,525,F,$0.50 ,1,9
MI,525,G,$0.50 ,1,9
MI,525,J,$2.00 ,1,9
MI,530,D,$0.50 ,1,9
MI,530,F,$0.35 ,1,9
MI,530,G,$0.35 ,1,9
MI,530,H,$3.00 ,1,9
MI,530,L,$0.35 ,1,9
MI,530,M,$0.35 ,1,9
MI,530,Q,$0.35 ,1,9
MI,530,S,$0.50 ,2,9
MI,560,B,$0.50 ,1,9
MI,560,C,$3.50 ,1,9
MI,560,D,$0.50 ,1,9
MI,560,F,$5.50 ,1,9
MI,560,H,$0.50 ,1,9
MI,560,T,$1.00 ,1,9
MI,560,U,$1.00 ,1,9
MI,560,V,$1.00 ,1,9
MI,585,D,$0.35 ,1,9
MI,585,H,$1.00 ,1,9
MI,650,A,$5.00 ,1,9
MI,670,D,$0.35 ,1,9
MI,680,E,$0.50 ,1,9
MI,680,K,$0.35 ,1,9
MI,680,L,$0.35 ,1,9
MI,680,M,$0.35 ,1,9
MI,680,O,$0.35 ,1,9
MI,680,P,$0.35 ,1,9
MI,680,Q,$0.35 ,1,9
MI,680,U,$0.35 ,1,9
MI,735,E,$0.35 ,1,9
MI,735,F,$1.00 ,1,9
MI,765,A,$2.00 ,1,9
MI,770,F,$0.35 ,1,9
MI,773,A,$1.50 ,1,9
MI,775,D,$0.35 ,1,10
MI,785,F,$0.75 ,1,10
MI,785,H,$1.50 ,1,10
MI,785,I,$2.00 ,1,10
MI,785,J,$0.75 ,1,10
MI,845,G,$0.75 ,2,10
MI,860,A,$2.50 ,1,10
MI,860,B,$2.50 ,1,10
MI,860,C,$2.50 ,1,10
MI,860,D,$2.50 ,1,10
MI,860,E,$2.50 ,1,10
MI,860,I,$2.50 ,1,10
MI,885,C,$2.00 ,1,10
MN,30,G,$2.00 ,1,10
MN,30,H,$1.00 ,1,10
MN,40,B,$1.35 ,1,10
MN,50,M,$3.50 ,1,10
MN,50,O,$3.50 ,1,10
MN,70,A,$1.00 ,1,10
MN,70,C,$3.00 ,1,10
MN,70,G,$1.50 ,1,10
MN,70,H,$2.00 ,1,10
MN,70,I,$2.50 ,1,10
MN,80,A,$4.00 ,1,10
MN,90,B,$1.25 ,1,10
MN,90,C,$0.50 ,1,10
MN,110,E,$1.00 ,1,10
MN,120,B,$0.75 ,1,10
MN,120,C,$1.00 ,1,10
MN,148,Aa,$1.00 ,1,10
MN,148,E,$1.00 ,1,10
MN,148,Gb,$1.00 ,1,10
MN,148,H,$1.50 ,1,10
MN,148,I,$0.50 ,1,10
MN,148,L,$1.50 ,1,10
MN,177,A,$1.00 ,1,10
MN,180,A,$1.00 ,1,10
MN,190,B,$0.35 ,1,10
MN,210,A,$1.00 ,1,10
MN,210,B,$1.00 ,1,10
MN,210,C,$1.25 ,1,10
MN,230,G,$1.00 ,1,10
MN,230,H,$1.00 ,1,10
MN,230,I,$0.50 ,1,10
MN,230,K,$0.50 ,1,10
MN,230,M,$1.00 ,1,10
MN,230,O,$0.35 ,1,10
MN,230,R,$0.35 ,1,10
MN,245,A,$1.25 ,1,10
MN,300,B,$0.35 ,1,10
MN,370,A,$1.00 ,1,10
MN,370,B,$1.50 ,1,10
MN,380,A,$2.00 ,1,10
MN,380,B,$1.00 ,1,10
MN,380,C,$0.50 ,1,10
MN,410,B,$1.00 ,1,10
MN,460,A,$6.00 ,1,10
MN,460,D,$2.00 ,1,10
MN,460,E,$2.00 ,1,10
MN,480,A,$1.25 ,1,10
MN,480,C,$1.50 ,1,10
MN,480,D,$1.50 ,1,10
MN,480,E,$2.00 ,1,10
MN,480,F,$3.00 ,1,10
MN,480,G,$4.00 ,1,10
MN,480,H,$5.00 ,1,10
MN,510,A,$20.00 ,1,10
MN,510,B,$3.50 ,1,10
MN,510,D,$0.75 ,1,10
MN,510,E,$1.00 ,1,10
MN,510,F,$1.00 ,1,10
MN,510,G,$1.50 ,1,10
MN,520,B,$1.00 ,1,10
MN,540,F,$0.35 ,1,10
MN,540,G,$0.35 ,1,10
MN,540,H,$0.35 ,1,10
MN,540,I,$0.35 ,1,10
MN,540,J,$0.35 ,1,10
MN,540,L,$0.35 ,1,10
MN,540,M,$0.50 ,1,10
MN,540,N,$0.50 ,1,10
MN,540,P,$0.50 ,1,10
MN,540,Q,$0.50 ,1,10
MN,540,Xb,$1.00 ,1,10
MN,540,Z,$2.00 ,1,10
MN,540,AA,$3.50 ,1,10
MN,540,AB,$2.00 ,1,10
MN,540,AC,$1.50 ,1,10
MN,540,AD,$1.50 ,1,11
MN,540,AF,$0.35 ,1,11
MN,540,AI,$0.35 ,1,11
MN,540,AJ,$5.00 ,1,11
MN,540,AK,$6.00 ,1,11
MN,540,AN,$1.25 ,1,11
MN,560,C,$0.50 ,1,11
MN,575,A,$0.50 ,1,11
MN,600,B,$3.00 ,1,11
MN,600,C,$0.50 ,1,11
MN,600,E,$1.00 ,1,11
MN,660,D,$1.25 ,1,11
MN,660,E,$1.25 ,1,11
MN,665,B,$2.00 ,1,11
MN,680,F,$0.75 ,1,11
MN,680,G,$0.75 ,1,11
MN,720,B,$0.75 ,1,11
MN,730,B,$3.00 ,1,11
MN,730,C,$3.00 ,1,11
MN,730,F,$0.50 ,1,11
MN,730,H,$0.35 ,1,11
MN,730,I,$0.35 ,1,11
MN,730,K,$0.35 ,1,11
MN,730,L,$0.35 ,1,11
MN,730,M,$0.75 ,1,11
MN,730,N,$0.35 ,1,11
MN,760,D,$0.35 ,1,11
MN,760,E,$3.00 ,1,11
MN,820,A,$1.00 ,1,11
MN,820,D,$0.50 ,1,11
MN,820,F,$3.00 ,1,11
MN,855,C,$1.50 ,1,11
MN,900,H,$1.25 ,1,11
MN,965,A,$1.50 ,1,11
MN,980,B,$9.00 ,1,11
MN,980,C,$0.35 ,1,11
MN,980,F,$0.35 ,1,11
MN,980,G,$0.50 ,1,11
MN,980,K,$0.40 ,1,11
MS,350,A,$1.50 ,1,11
MS,460,F,$3.50 ,1,11
MS,460,J,$0.35 ,1,11
MO,140,E,$0.35 ,1,11
MO,230,A,$0.50 ,1,11
MO,370,D,$3.50 ,1,11
MO,370,F,$0.35 ,1,11
MO,370,G,$0.50 ,1,11
MO,370,H,$0.50 ,1,11
MO,420,C,$0.75 ,1,11
MO,420,G,$0.35 ,1,11
MO,430,F,$10.00 ,1,11
MO,440,A,$7.50 ,1,11
MO,440,B,$0.50 ,1,11
MO,440,C,$0.35 ,1,11
MO,440,D,$0.50 ,1,11
MO,440,E,$0.35 ,1,11
MO,440,J,$0.35 ,1,11
MO,440,K,$0.35 ,1,11
MO,440,L,$0.35 ,1,11
MO,440,O,$0.35 ,1,11
MO,440,P,$0.35 ,1,11
MO,440,Q,$2.50 ,1,11
MO,440,W,$0.50 ,1,11
MO,668,A,$1.00 ,1,11
MO,668,B,$1.00 ,1,11
MO,668,C,$1.00 ,1,11
MO,668,D,$1.00 ,1,11
MO,820,A,$0.35 ,1,11
MO,820,B,$0.75 ,1,11
MO,860,H,$0.35 ,1,11
MO,880,B,$0.35 ,1,11
MO,880,D,$3.00 ,1,11
MO,880,G,$0.35 ,1,11
MO,880,H,$0.35 ,1,11
MO,910,C,$0.35 ,1,11
MO,910,D,$0.35 ,1,11
MO,910,E,$0.35 ,1,11
MO,910,G,$0.35 ,1,11
MO,910,Ha,$0.35 ,1,11
MO,910,Hb,$0.35 ,1,11
MO,910,I,$0.50 ,1,11
MO,910,J,$0.35 ,1,11
MO,910,K,$0.35 ,1,11
MO,910,L,$0.35 ,1,11
MO,910,M,$0.35 ,1,11
MO,910,O,$0.50 ,1,11
MO,910,T,$1.00 ,1,11
MO,910,Y,$5.00 ,1,11
MO,910,AA,$0.75 ,1,11
MO,960,A,$0.75 ,1,11
MO,998,Y,$1.00 ,1,11
MT,80,A,$2.00 ,1,12
MT,80,D,$3.50 ,1,12
MT,80,E,$1.00 ,1,12
MT,80,F,$3.00 ,1,12
MT,80,G,$1.00 ,1,12
MT,80,I,$1.00 ,1,12
MT,140,A,$2.50 ,1,12
MT,140,B,$3.50 ,1,12
MT,140,D,$0.35 ,1,12
MT,380,B,$3.50 ,1,12
MT,380,C,$0.35 ,1,12
MT,380,D,$0.35 ,1,12
MT,480,F,$2.00 ,1,12
MT,480,M,$2.00 ,1,12
MT,480,N,$0.85 ,1,12
MT,480,O,$1.00 ,1,12
MT,500,A,$3.00 ,1,12
MT,660,C,$2.00 ,1,12
MT,660,F,$0.35 ,1,12
MT,660,G,$0.35 ,1,12
MT,660,H,$0.50 ,1,12
MT,660,I,$0.50 ,1,12
MT,660,K,$0.50 ,1,12
MT,660,L,$0.50 ,1,12
MT,660,M,$0.50 ,1,12
MT,660,N,$0.50 ,1,12
MT,660,O,$0.50 ,1,12
MT,660,P,$0.50 ,1,12
MT,660,Q,$0.50 ,1,12
MT,660,R,$0.50 ,1,12
MT,660,S,$0.50 ,1,12
MT,660,U,$0.50 ,1,12
MT,660,V,$0.50 ,1,12
MT,660,W,$0.50 ,1,12
MT,660,X,$0.50 ,1,12
MT,660,Y,$0.50 ,1,12
MT,660,Z,$0.50 ,1,12
MT,660,AA,$0.50 ,1,12
MT,660,AB,$0.50 ,1,12
MT,660,AC,$0.50 ,1,12
MT,660,AD,$0.50 ,1,12
MT,660,AE,$0.50 ,1,12
MT,660,AF,$0.50 ,1,12
MT,660,AG,$0.50 ,1,12
MT,660,AH,$0.50 ,1,12
MT,660,AI,$0.50 ,1,12
MT,660,AJ,$0.50 ,1,12
MT,660,AK,$0.50 ,1,12
MT,660,AL,$0.50 ,1,12
MT,660,AM,$0.50 ,1,12
MT,660,AN,$0.50 ,1,12
MT,660,AO,$0.50 ,1,12
MT,660,AP,$0.50 ,1,12
MT,660,AQ,$0.50 ,1,12
MT,660,AR,$0.50 ,1,12
MT,660,AS,$0.50 ,1,12
MT,660,AT,$0.50 ,1,12
MT,660,AU,$0.50 ,1,12
MT,660,AV,$0.50 ,1,12
MT,660,AW,$1.50 ,1,12
MT,660,AY,$0.50 ,1,12
MT,660,BK,$0.75 ,1,12
NE,130,C,$1.00 ,1,12
NE,305,A,$0.50 ,1,12
NE,305,D,$5.00 ,1,12
NE,360,G,$0.75 ,1,12
NE,420,D,$0.50 ,1,12
NE,420,F,$0.35 ,1,12
NE,420,G,$0.75 ,1,12
NE,540,Q,$0.35 ,1,12
NE,540,X,$0.35 ,1,12
NE,540,Y,$0.35 ,1,12
NE,540,AE,$0.60 ,1,12
NE,580,A,$5.00 ,1,12
NE,660,A,$0.35 ,1,12
NE,700,F,$1.00 ,1,12
NE,700,G,$0.35 ,1,12
NE,700,I,$0.35 ,1,12
NE,700,J,$0.35 ,1,12
NE,700,K,$0.35 ,1,12
NE,700,Wa,$3.50 ,1,12
NE,980,D,$4.00 ,1,12
NV,500,A,$3.00 ,1,12
NV,500,C,$1.00 ,1,12
NV,500,F,$2.50 ,1,12
NV,500,G,$2.00 ,1,12
NV,500,H,$1.00 ,1,12
NV,500,I,$15.00 ,2,12
NV,500,L,$2.00 ,1,12
NV,700,A,$0.55 ,1,12
NH,500,B,$1.00 ,1,12
NH,615,A,$1.50 ,1,12
NH,615,C,$8.00 ,1,12
NH,615,E,$8.00 ,5,12
NH,640,A,$0.35 ,1,12
NH,640,B,$0.35 ,1,12
NH,640,D,$0.35 ,1,12
NH,640,L,$0.50 ,1,12
NH,640,M,$0.50 ,1,12
NH,720,A,$0.35 ,1,12
NH,720,B,$0.35 ,1,12
NH,720,C,$0.35 ,1,12
NH,720,D,$0.35 ,1,12
NH,1000,C,$1.00 ,1,12
NJ,15,A,$0.35 ,1,13
NJ,15,B,$0.35 ,1,13
NJ,20,E,$0.35 ,1,13
NJ,20,F,$0.35 ,1,13
NJ,20,G,$0.35 ,1,13
NJ,20,H,$0.35 ,1,13
NJ,30,A,$3.00 ,1,13
NJ,35,Aa,$0.50 ,1,13
NJ,35,Ab,$0.50 ,1,13
NJ,115,C,$0.35 ,1,13
NJ,115,D,$0.35 ,1,13
NJ,115,E,$0.50 ,1,13
NJ,115,F,$0.35 ,1,13
NJ,115,G,$0.35 ,1,13
NJ,115,I,$0.60 ,1,13
NJ,115,J,$2.50 ,1,13
NJ,115,K,$5.00 ,1,13
NJ,115,M,$2.50 ,1,13
NJ,120,A,$0.50 ,1,13
NJ,120,B,$3.00 ,1,13
NJ,120,G,$1.75 ,1,13
NJ,150,A,$3.00 ,1,13
NJ,150,B,$3.00 ,1,13
NJ,150,C,$3.00 ,1,13
NJ,150,D,$3.00 ,1,13
NJ,200,A,$0.50 ,1,13
NJ,220,A,$1.00 ,1,13
NJ,260,A,$1.50 ,1,13
NJ,390,E,$7.50 ,1,13
NJ,390,F,$7.50 ,1,13
NJ,465,A,$0.50 ,1,13
NJ,555,C,$0.50 ,1,13
NJ,555,E,$0.35 ,1,13
NJ,570,A,$0.35 ,1,13
NJ,570,B,$0.35 ,1,13
NJ,570,C,$0.35 ,1,13
NJ,570,E,$0.35 ,1,13
NJ,585,A,$1.75 ,1,13
NJ,650,A,$1.50 ,1,13
NJ,710,A,$0.75 ,1,13
NJ,710,C,$3.00 ,1,13
NJ,710,D,$2.00 ,1,13
NJ,825,A,$0.50 ,1,13
NJ,825,B,$0.50 ,1,13
NJ,833,A,$2.00 ,1,13
NJ,885,A,$2.00 ,1,13
NJ,885,Ac,$2.00 ,1,13
NJ,885,Ad,$2.00 ,1,13
NJ,885,Ae,$2.00 ,1,13
NJ,885,B,$0.35 ,1,13
NJ,885,C,$0.35 ,1,13
NJ,885,D,$0.35 ,1,13
NJ,912,A,$3.00 ,1,13
NJ,975,A,$0.35 ,1,13
NJ,975,B,$0.35 ,1,13
NJ,975,C,$0.50 ,1,13
NJ,975,D,$0.50 ,1,13
NJ,975,F,$1.25 ,1,13
NJ,975,G,$4.00 ,1,13
NJ,975,H,$4.00 ,1,13
NM,40,E,$0.35 ,1,13
NM,40,F,$0.35 ,1,13
NM,40,G,$0.35 ,1,13
NM,40,K,$0.35 ,1,13
NM,40,L,$0.50 ,1,13
NM,420,B,$2.00 ,1,13
NM,760,E,$0.75 ,1,13
NM,900,B,$0.50 ,1,13
NM,900,C,$5.00 ,1,13
NM,900,E,$5.00 ,1,13
NM,900,F,$5.00 ,1,13
NC,20,B,$0.50 ,1,13
NC,130,C,$0.35 ,1,13
NC,130,H,$0.35 ,1,13
NC,130,J,$2.00 ,1,13
NC,160,B,$0.35 ,1,13
NC,160,C,$0.35 ,1,13
NC,160,D,$0.35 ,1,13
NC,160,E,$1.00 ,1,13
NC,160,F,$1.00 ,1,13
NC,160,G,$1.00 ,1,13
NC,160,H,$1.00 ,1,13
NC,160,J,$1.50 ,1,13
NC,160,K,$1.00 ,1,13
NC,160,L,$1.00 ,1,13
NC,160,M,$0.50 ,1,13
NC,160,O,$1.50 ,1,13
NC,160,P,$1.50 ,1,13
NC,160,Q,$2.00 ,1,13
NC,160,R,$1.50 ,1,13
NC,190,D,$1.00 ,1,13
NC,240,B,$0.35 ,1,13
NC,240,C,$0.35 ,1,13
NC,240,D,$0.35 ,1,13
NC,240,E,$0.35 ,1,13
NC,240,G,$0.35 ,1,13
NC,240,H,$0.35 ,1,13
NC,240,I,$0.35 ,1,13
NC,240,J,$0.35 ,1,13
NC,350,A,$0.35 ,1,13
NC,350,B,$0.35 ,1,13
NC,350,C,$0.50 ,1,13
NC,360,A,$0.35 ,1,13
NC,360,D,$1.00 ,1,13
NC,380,A,$0.35 ,1,13
NC,425,A,$1.20 ,1,13
NC,430,A,$0.50 ,1,13
NC,430,B,$0.50 ,1,13
NC,440,A,$0.35 ,1,13
NC,440,D,$3.00 ,2,13
NC,480,A,$0.50 ,1,14
NC,480,B,$0.50 ,1,14
NC,560,B,$0.50 ,1,14
NC,625,A,$2.00 ,1,14
NC,660,B,$0.35 ,1,14
NC,700,H,$0.75 ,1,14
NC,750,A,$1.50 ,1,14
NC,770,A,$0.35 ,1,14
NC,890,A,$0.35 ,1,14
NC,950,D,$0.35 ,1,14
NC,960,A,$0.50 ,1,14
NC,980,D,$0.50 ,1,14
NC,980,H,$0.35 ,1,14
ND,60,B,$0.50 ,1,14
ND,260,Ba,$3.00 ,1,14
ND,260,C,$0.35 ,1,14
ND,260,D,$0.35 ,1,14
ND,260,F,$0.35 ,1,14
ND,260,G,$0.35 ,1,14
ND,260,H,$0.35 ,1,14
ND,260,I,$0.35 ,1,14
ND,260,J,$0.90 ,1,14
ND,260,N,$0.50 ,1,14
ND,320,B,$3.50 ,1,14
ND,320,C,$0.50 ,1,14
ND,320,E,$0.35 ,1,14
ND,320,H,$0.35 ,1,14
ND,320,I,$0.35 ,1,14
ND,320,J,$0.35 ,1,14
ND,440,B,$2.50 ,1,14
ND,600,I,$0.50 ,1,14
ND,900,B,$2.00 ,1,14
ND,960,A,$0.35 ,1,14
NY,10,A,$0.35 ,3,14
NY,10,C,$0.35 ,3,14
NY,10,D,$0.35 ,2,14
NY,10,E,$0.35 ,3,14
NY,10,I,$0.35 ,2,14
NY,10,N,$0.75 ,1,14
NY,10,R,$7.50 ,1,14
NY,10,S,$0.75 ,1,14
NY,10,U,$0.75 ,1,14
NY,10,V,$1.00 ,1,14
NY,25,C,$3.50 ,8,14
NY,25,E,$1.50 ,1,14
NY,25,F,$0.35 ,1,14
NY,25,G,$0.50 ,1,14
NY,25,L,$1.25 ,1,14
NY,25,M,$1.00 ,1,14
NY,35,C,$12.50 ,1,14
NY,35,D,$0.35 ,3,14
NY,35,E,$0.35 ,1,14
NY,35,G,$0.35 ,1,14
NY,35,K,$0.35 ,1,14
NY,35,L,$0.60 ,1,14
NY,35,M,$0.35 ,1,14
NY,60,A,$0.75 ,1,14
NY,70,A,$3.50 ,1,14
NY,75,B,$0.50 ,3,14
NY,79,A,$1.00 ,1,14
NY,79,B,$0.50 ,2,14
NY,80,B,$0.35 ,3,14
NY,80,C,$0.35 ,3,14
NY,80,D,$4.50 ,1,14
NY,80,E,$0.50 ,3,14
NY,80,F,$0.50 ,3,14
NY,80,H,$4.50 ,1,14
NY,80,K,$0.35 ,4,14
NY,80,L,$0.35 ,3,14
NY,80,O,$0.35 ,2,14
NY,80,P,$0.35 ,2,14
NY,105,B,$3.50 ,2,15
NY,105,D,$0.35 ,3,15
NY,105,E,$0.35 ,3,15
NY,105,F,$0.35 ,4,15
NY,105,H,$0.35 ,3,15
NY,105,I,$0.35 ,3,15
NY,105,J,$0.35 ,3,15
NY,105,K,$1.25 ,4,15
NY,105,L,$1.25 ,1,15
NY,105,M,$6.00 ,1,15
NY,105,N,$1.00 ,1,15
NY,105,O,$7.50 ,1,15
NY,110,A,$0.35 ,1,15
NY,110,B,$1.00 ,1,15
NY,110,C,$0.50 ,1,15
NY,110,E,$1.00 ,1,15
NY,110,F,$1.50 ,1,15
NY,110,G,$0.50 ,2,15
NY,110,Ha,$1.00 ,1,15
NY,110,Hb,$1.00 ,1,15
NY,145,A,$2.00 ,1,15
NY,145,B,$2.00 ,1,15
NY,145,C,$0.75 ,1,15
NY,145,D,$0.75 ,1,15
NY,150,A,$0.35 ,2,15
NY,150,B,$0.35 ,3,15
NY,150,D,$0.35 ,2,15
NY,160,E,$1.00 ,1,15
NY,160,G,$1.00 ,1,15
NY,160,H,$1.00 ,1,15
NY,160,I,$1.00 ,1,15
NY,160,J,$1.00 ,1,15
NY,195,A,$0.50 ,3,15
NY,195,B,$0.50 ,1,15
NY,210,A,$2.50 ,1,15
NY,210,B,$2.50 ,1,15
NY,230,A,$0.35 ,3,15
NY,230,B,$0.35 ,1,15
NY,230,C,$0.35 ,3,15
NY,230,D,$0.50 ,2,15
NY,230,E,$0.35 ,2,15
NY,230,F,$0.35 ,3,15
NY,230,G,$0.35 ,3,15
NY,230,H,$0.35 ,3,15
NY,230,I,$0.35 ,3,15
NY,230,J,$1.00 ,2,16
NY,230,K,$1.00 ,2,16
NY,280,A,$0.50 ,1,16
NY,280,B,$0.50 ,2,16
NY,285,Da,$4.00 ,1,16
NY,285,Db,$4.00 ,1,16
NY,290,A,$2.00 ,1,16
NY,290,B,$1.00 ,1,16
NY,290,C,$1.00 ,1,16
NY,290,D,$0.50 ,2,16
NY,305,A,$5.00 ,1,16
NY,310,A,$0.35 ,3,16
NY,315,A,$1.00 ,1,16
NY,345,A,$0.50 ,1,16
NY,355,A,$0.50 ,2,16
NY,355,B,$0.50 ,3,16
NY,355,C,$1.50 ,1,16
NY,360,B,$0.50 ,3,16
NY,360,C,$0.75 ,1,16
NY,363,A,$0.50 ,3,16
NY,363,B,$0.35 ,3,16
NY,380,B,$0.35 ,1,16
NY,380,D,$0.35 ,1,16
NY,385,B,$0.35 ,1,16
NY,410,A,$17.50 ,4,16
NY,410,B,$0.50 ,3,16
NY,410,C,$0.35 ,2,16
NY,410,D,$0.35 ,1,16
NY,410,E,$0.35 ,3,16
NY,410,F,$0.60 ,1,16
NY,425,B,$7.50 ,2,16
NY,425,Da,$0.35 ,1,16
NY,425,Db,$0.35 ,1,16
NY,425,Dc,$0.35 ,1,16
NY,425,E,$0.35 ,2,16
NY,425,F,$0.35 ,3,16
NY,437,A,$3.00 ,1,16
NY,440,A,$0.50 ,3,16
NY,445,C,$0.35 ,2,16
NY,445,D,$0.35 ,3,16
NY,445,E,$0.35 ,3,16
NY,445,F,$0.35 ,3,16
NY,445,G,$0.35 ,3,16
NY,445,H,$0.75 ,1,16
NY,445,I,$0.75 ,1,16
NY,455,A,$0.50 ,2,16
NY,500,A,$0.50 ,2,16
NY,500,B,$0.75 ,1,16
NY,505,A,$0.75 ,3,16
NY,560,A,$1.00 ,1,16
NY,560,B,$1.00 ,1,16
NY,560,C,$0.75 ,1,16
NY,590,A,$1.50 ,1,17
NY,590,B,$1.50 ,1,17
NY,590,C,$1.50 ,1,17
NY,590,D,$1.50 ,1,17
NY,590,E,$1.50 ,1,17
NY,590,F,$1.50 ,1,17
NY,590,G,$1.50 ,1,17
NY,590,H,$1.50 ,1,17
NY,590,I,$1.50 ,1,17
NY,590,J,$1.50 ,1,17
NY,590,K,$1.50 ,1,17
NY,590,L,$1.50 ,1,17
NY,590,M,$1.50 ,1,17
NY,590,N,$1.50 ,1,17
NY,590,O,$1.50 ,1,17
NY,590,P,$1.50 ,1,17
NY,590,Q,$1.50 ,1,17
NY,590,R,$1.50 ,1,17
NY,615,A,$5.00 ,1,17
NY,615,D,$0.35 ,3,17
NY,615,F,$3.50 ,1,17
NY,615,G,$0.35 ,2,17
NY,640,A,$2.00 ,1,17
NY,640,B,$1.00 ,1,17
NY,640,C,$3.50 ,1,17
NY,640,F,$0.35 ,2,17
NY,640,H,$3.00 ,1,17
NY,640,Jb,$0.75 ,2,17
NY,640,K,$0.75 ,1,17
NY,655,Aa,$0.50 ,1,17
NY,655,C,$0.50 ,1,17
NY,655,E,$0.50 ,1,17
NY,660,A,$0.35 ,1,17
NY,660,B,$1.00 ,1,17
NY,660,C,$1.50 ,1,17
NY,665,A,$0.35 ,1,17
NY,675,B,$0.35 ,6,17
NY,675,C,$0.50 ,1,17
NY,685,B,$0.35 ,4,17
